trial_index,seed,node_count,duration_secs,total_ticks,total_packets_recv,total_packets_sent,total_bytes_recv,total_bytes_sent,bandwidth_kbps,avg_peers,max_peers,total_apoptosis_deaths,converged,convergence_time_secs
0,42,3,15.0542971,14050,120,120,10080,8160,9.692913526995557,1.6,2,0,true,3.0
