trial_index,seed,node_count,duration_secs,total_ticks,total_packets_recv,total_packets_sent,total_bytes_recv,total_bytes_sent,bandwidth_kbps,avg_peers,max_peers,total_apoptosis_deaths,converged,convergence_time_secs
0,0,3,4.0529056,3047,6,6,504,408,1.8001899674149826,0.3333333333333333,2,0,false,
