trial_index,seed,node_count,duration_secs,total_ticks,total_packets_recv,total_packets_sent,total_bytes_recv,total_bytes_sent,bandwidth_kbps,avg_peers,max_peers,total_apoptosis_deaths,converged,convergence_time_secs,failure_mode,nodes_killed,was_partitioned,had_malicious_node,recovery_time_secs,min_peers_post_failure,recovered
0,42,25,30.0332542,29092,235791,92502,19806444,6290136,6951.382577782731,21.6,24,0,true,3.0,none,0,false,false,,18446744073709551615,false
