tick,node_0_peers,node_1_peers,node_2_peers,node_3_peers,node_4_peers
0,0,0,0,0,0
1004,0,0,0,0,0
2008,0,0,0,0,0
3011,2,2,2,2,2
4014,2,2,2,2,2
5017,2,2,2,2,2
6020,2,2,2,2,2
7024,2,2,2,2,2
8029,2,2,2,2,2
9032,2,2,2,2,2
10035,2,2,2,2,2
11039,2,2,2,2,2
12043,2,2,2,2,2
13046,2,2,2,2,2
14049,2,2,2,2,2
15052,2,2,2,2,2
16057,2,2,2,2,2
17061,2,2,2,2,2
18071,2,2,2,2,2
19096,2,2,2,2,2
20000,2,2,2,2,2
21003,2,2,2,2,2
22005,2,2,2,2,2
23008,2,2,2,2,2
24011,2,2,2,2,2
