tick,node_0_peers,node_1_peers,node_2_peers,node_3_peers,node_4_peers
0,0,0,0,0,0
1005,0,0,0,0,0
2012,0,0,0,0,0
3017,1,2,2,3,2
4024,1,2,2,3,2
5031,1,2,2,3,2
6038,1,2,2,3,2
7045,1,2,2,3,2
8053,1,2,2,3,2
9058,1,2,2,3,2
10066,1,2,2,3,2
11073,1,2,2,3,2
12079,1,2,2,3,2
13086,1,2,2,3,2
14092,1,2,2,3,2
15097,1,2,2,3,2
16003,1,2,2,3,2
17009,1,2,2,3,2
18016,1,2,2,3,2
19023,1,2,2,3,2
20030,1,2,2,3,2
21036,1,2,2,3,2
22041,1,2,2,3,2
23049,1,2,2,3,2
24056,1,2,2,3,2
