tick,node_0_peers,node_1_peers,node_2_peers,node_3_peers,node_4_peers
0,0,0,0,0,0
1003,0,0,0,0,0
2007,0,0,0,0,0
3010,1,2,3,3,2
4013,1,2,3,3,2
5016,1,2,3,3,2
6049,1,2,3,3,2
7054,1,2,3,3,2
8058,1,2,3,3,2
9060,1,2,3,3,2
10063,1,2,3,3,2
11071,1,2,3,3,2
12074,1,2,3,3,2
13078,1,2,3,3,2
14083,1,2,3,3,2
15087,1,2,3,3,2
16093,1,2,3,3,2
17096,1,2,3,3,2
18099,1,2,3,3,2
19003,1,2,3,3,2
20008,1,2,3,3,2
21011,1,2,3,3,2
22015,1,2,3,3,2
23017,1,2,3,3,2
24024,1,2,3,3,2
