tick,node_0_peers,node_1_peers,node_2_peers,node_3_peers,node_4_peers
0,0,0,0,0,0
1009,0,0,0,0,0
2013,0,0,0,0,0
3017,1,2,3,3,2
4021,1,2,3,3,2
5024,1,2,3,3,2
6027,1,2,3,3,2
7031,1,2,3,3,2
8034,1,2,3,3,2
9036,1,2,3,3,2
10040,1,2,3,3,2
11044,1,2,3,3,2
12048,1,2,3,3,2
13052,1,2,3,3,2
14057,1,2,3,3,2
15061,1,2,3,3,2
16064,1,2,3,3,2
17066,1,2,3,3,2
18069,1,2,3,3,2
19072,1,2,3,3,2
20074,1,2,3,3,2
21079,1,2,3,3,2
22083,1,2,3,3,2
23086,1,2,3,3,2
24089,1,2,3,3,2
