trial_index,seed,node_count,duration_secs,total_ticks,total_packets_recv,total_packets_sent,total_bytes_recv,total_bytes_sent,bandwidth_kbps,avg_peers,max_peers,total_apoptosis_deaths,converged,convergence_time_secs
0,42,3,10.0369431,9032,840,210,70560,14280,67.62218269425081,1.4,2,0,true,3.0
