trial_index,seed,node_count,duration_secs,total_ticks,total_packets_recv,total_packets_sent,total_bytes_recv,total_bytes_sent,bandwidth_kbps,avg_peers,max_peers,total_apoptosis_deaths,converged,convergence_time_secs,failure_mode,nodes_killed,was_partitioned,had_malicious_node,recovery_time_secs,min_peers_post_failure,recovered
0,42,25,30.0310681,29007,92826,41985,7797384,2854980,2837.691677040285,21.6,24,0,true,3.0,none,0,false,false,,18446744073709551615,false
