tick,node_0_peers,node_1_peers,node_2_peers,node_3_peers,node_4_peers
0,0,0,0,0,0
1002,0,0,0,0,0
2006,0,0,0,0,0
3011,2,2,3,3,2
4015,2,2,3,3,2
5027,2,2,3,3,2
6030,2,2,3,3,2
7055,2,2,3,3,2
8060,2,2,3,3,2
9063,2,2,3,3,2
10083,2,2,3,3,2
11091,2,2,3,3,2
12037,2,2,3,3,2
13042,2,2,3,3,2
14049,2,2,3,3,2
15055,2,2,3,3,2
16058,2,2,3,3,2
17065,2,2,3,3,2
18100,2,2,3,3,2
19003,2,2,3,3,2
20005,2,2,3,3,2
21011,2,2,3,3,2
22015,2,2,3,3,2
23022,2,2,3,3,2
24026,2,2,3,3,2
