tick,node_0_peers,node_1_peers,node_2_peers,node_3_peers,node_4_peers
0,0,0,0,0,0
1006,0,0,0,0,0
2012,0,0,0,0,0
3018,0,0,0,0,0
4023,0,0,0,0,0
5028,0,0,0,0,0
6035,0,0,0,0,0
7042,0,0,0,0,0
8048,0,0,0,0,0
9055,0,0,0,0,0
10060,0,0,0,0,0
11066,0,0,0,0,0
12073,0,0,0,0,0
13078,0,0,0,0,0
14086,0,0,0,0,0
15090,0,0,0,0,0
16093,0,0,0,0,0
17000,0,0,0,0,0
18004,0,0,0,0,0
19011,0,0,0,0,0
