tick,node_0_peers,node_1_peers,node_2_peers,node_3_peers,node_4_peers
0,0,0,0,0,0
1006,0,0,0,0,0
2014,0,0,0,0,0
3019,2,2,2,2,1
4027,2,2,2,2,1
5034,2,2,2,2,1
6041,2,2,2,2,1
7049,2,2,2,2,1
8056,2,2,2,2,1
9061,2,2,2,2,1
10067,2,2,2,2,1
11073,2,2,2,2,1
12076,2,2,2,2,1
13081,2,2,2,2,1
14086,2,2,2,2,1
15092,2,2,2,2,1
16097,2,2,2,2,1
17002,2,2,2,2,1
18008,2,2,2,2,1
19015,2,2,2,2,1
20021,2,2,2,2,1
21027,2,2,2,2,1
22032,2,2,2,2,1
23040,2,2,2,2,1
24047,2,2,2,2,1
