tick,node_0_peers,node_1_peers,node_2_peers,node_3_peers,node_4_peers
0,0,0,0,0,0
1003,0,0,0,0,0
2006,0,0,0,0,0
3011,4,4,4,4,4
4014,4,4,4,4,4
5019,4,4,4,4,4
6023,4,4,4,4,4
7026,4,4,4,4,4
8029,4,4,4,4,4
9033,4,4,4,4,4
10039,4,4,4,4,4
11043,4,4,4,4,4
12048,4,4,4,4,4
13052,4,4,4,4,4
14056,4,4,4,4,4
15059,4,4,4,4,4
16061,4,4,4,4,4
17066,4,4,4,4,4
18070,4,4,4,4,4
19073,4,4,4,4,4
20076,4,4,4,4,4
21079,4,4,4,4,4
22082,4,4,4,4,4
23085,4,4,4,4,4
24088,4,4,4,4,4
