tick,node_0_peers,node_1_peers,node_2_peers,node_3_peers,node_4_peers
0,0,0,0,0,0
1004,0,0,0,0,0
2011,0,0,0,0,0
3015,0,0,0,0,0
4027,0,0,0,0,0
5029,0,0,0,0,0
6033,0,0,0,0,0
7036,0,0,0,0,0
8041,0,0,0,0,0
9043,0,0,0,0,0
