tick,node_0_peers,node_1_peers,node_2_peers,node_3_peers,node_4_peers
0,0,0,0,0,0
1005,0,0,0,0,0
2008,0,0,0,0,0
3012,4,4,4,4,4
4017,4,4,4,4,4
5025,4,4,4,4,4
6031,4,4,4,4,4
7043,4,4,4,4,4
8078,4,4,4,4,4
9087,4,4,4,4,4
10010,4,4,4,4,4
11054,4,4,4,4,4
12109,4,4,4,4,4
13036,4,4,4,4,4
14057,4,4,4,4,4
15064,4,4,4,4,4
16067,4,4,4,4,4
17070,4,4,4,4,4
18077,4,4,4,4,4
19080,4,4,4,4,4
20083,4,4,4,4,4
21088,4,4,4,4,4
22098,4,4,4,4,4
23012,4,4,4,4,4
24027,4,4,4,4,4
