trial_index,seed,node_count,duration_secs,total_ticks,total_packets_recv,total_packets_sent,total_bytes_recv,total_bytes_sent,bandwidth_kbps,avg_peers,max_peers,total_apoptosis_deaths,converged,convergence_time_secs,failure_mode,nodes_killed,was_partitioned,had_malicious_node,recovery_time_secs,min_peers_post_failure,recovered
0,42,10,30.0321023,29005,39096,14958,3284064,1017144,1145.762746019948,8.1,9,0,true,3.0,none,0,false,false,,18446744073709551615,false
